=== RISC-V System/CSR Instructions Scan Results ===

--- Known CSR Instructions ---
Offset	Instruction	Decoded Instruction	Privilege Level	Use and Accessibility
0x0018B570	0x9C817CF3	CSRRCI (rd=x25, csr=0x9C8, rs1/x=2)	Supervisor-Level	Custom read/write
0x0018BA44	0x3BFAE973	CSRRSI (rd=x18, csr=0x3BF, rs1/x=21)	Machine-Level	Standard read/write
0x0018BAE4	0x0EBBF4F3	CSRRCI (rd=x9, csr=0x0EB, rs1/x=23)	Unprivileged and User-Level	Standard read/write
0x0018BB14	0x9C25BE73	CSRRC (rd=x28, csr=0x9C2, rs1/x=11)	Supervisor-Level	Custom read/write
0x0018BCC8	0xD2975CF3	CSRRWI (rd=x25, csr=0xD29, rs1/x=14)	Supervisor-Level	Standard read-only
0x0018BCE0	0x8EE83E73	CSRRC (rd=x28, csr=0x8EE, rs1/x=16)	Unprivileged and User-Level	Custom read/write
0x0018BD54	0xC0B22F73	CSRRS (rd=x30, csr=0xC0B, rs1/x=4)	Unprivileged and User-Level	Standard read-only
0x0018BDFC	0xFD079573	CSRRW (rd=x10, csr=0xFD0, rs1/x=15)	Machine-Level	Custom read/write
0x0018BF00	0xE2A8E8F3	CSRRSI (rd=x17, csr=0xE2A, rs1/x=17)	Hypervisor and VS	Standard read-only
0x0018BF28	0x55B11673	CSRRW (rd=x12, csr=0x55B, rs1/x=2)	Supervisor-Level	Standard read/write
0x0018BF6C	0x5A5E5773	CSRRWI (rd=x14, csr=0x5A5, rs1/x=28)	Supervisor-Level	Standard read/write
0x0018C608	0xC75ED273	CSRRWI (rd=x4, csr=0xC75, rs1/x=29)	Unprivileged and User-Level	Standard read-only
0x0018C6E4	0x4FB4D1F3	CSRRWI (rd=x3, csr=0x4FB, rs1/x=9)	Unprivileged and User-Level	Standard read/write
0x0018CA28	0xEB233E73	CSRRC (rd=x28, csr=0xEB2, rs1/x=6)	Hypervisor and VS	Standard read/write
0x0018D184	0xAEEC34F3	CSRRC (rd=x9, csr=0xAEE, rs1/x=24)	Hypervisor and VS	Custom read/write
0x0018D3BC	0x088DF573	CSRRCI (rd=x10, csr=0x088, rs1/x=27)	Unprivileged and User-Level	Standard read/write
0x0018D55C	0xB4F4BA73	CSRRC (rd=x20, csr=0xB4F, rs1/x=9)	Machine-Level	Standard read/write
0x0018D654	0x9E8B9573	CSRRW (rd=x10, csr=0x9E8, rs1/x=23)	Supervisor-Level	Custom read/write
0x0018D860	0xFE6FD673	CSRRWI (rd=x12, csr=0xFE6, rs1/x=31)	Machine-Level	Custom read/write
0x0018D928	0xF20463F3	CSRRSI (rd=x7, csr=0xF20, rs1/x=8)	Machine-Level	Standard read-only
0x0018DD10	0xE21A99F3	CSRRW (rd=x19, csr=0xE21, rs1/x=21)	Hypervisor and VS	Standard read-only
0x0018DD54	0x895CDD73	CSRRWI (rd=x26, csr=0x895, rs1/x=25)	Unprivileged and User-Level	Custom read/write
0x0018DF74	0xE69CE373	CSRRSI (rd=x6, csr=0xE69, rs1/x=25)	Hypervisor and VS	Standard read-only
0x0018DFC4	0xFE67BA73	CSRRC (rd=x20, csr=0xFE6, rs1/x=15)	Machine-Level	Custom read/write
0x0018E014	0x731C9673	CSRRW (rd=x12, csr=0x731, rs1/x=25)	Machine-Level	Standard read/write
0x0018E094	0x1B1A7BF3	CSRRCI (rd=x23, csr=0x1B1, rs1/x=20)	Supervisor-Level	Standard read/write
0x0018E2C4	0x0CB166F3	CSRRSI (rd=x13, csr=0x0CB, rs1/x=2)	Unprivileged and User-Level	Standard read/write
0x0018E314	0xFB66D1F3	CSRRWI (rd=x3, csr=0xFB6, rs1/x=13)	Machine-Level	Standard read/write
0x0018E7C0	0xF94967F3	CSRRSI (rd=x15, csr=0xF94, rs1/x=18)	Machine-Level	Standard read/write
0x0018E80C	0xCD09B273	CSRRC (rd=x4, csr=0xCD0, rs1/x=19)	Unprivileged and User-Level	Custom read-only
0x0018E850	0xCE5C2C73	CSRRS (rd=x24, csr=0xCE5, rs1/x=24)	Unprivileged and User-Level	Custom read-only
0x0018E94C	0xBC475373	CSRRWI (rd=x6, csr=0xBC4, rs1/x=14)	Machine-Level	Custom read/write
0x0018E958	0x379C2773	CSRRS (rd=x14, csr=0x379, rs1/x=24)	Machine-Level	Standard read/write
0x0018E998	0xAE10F2F3	CSRRCI (rd=x5, csr=0xAE1, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0018E99C	0x1DB13673	CSRRC (rd=x12, csr=0x1DB, rs1/x=2)	Supervisor-Level	Standard read/write
0x0018EBD0	0xF005FEF3	CSRRCI (rd=x29, csr=0xF00, rs1/x=11)	Machine-Level	Standard read-only
0x0018EBF0	0x87773BF3	CSRRC (rd=x23, csr=0x877, rs1/x=14)	Unprivileged and User-Level	Custom read/write
0x0018F1F4	0x5F753A73	CSRRC (rd=x20, csr=0x5F7, rs1/x=10)	Supervisor-Level	Custom read/write
0x0018F2AC	0xF02B1A73	CSRRW (rd=x20, csr=0xF02, rs1/x=22)	Machine-Level	Standard read-only
0x0018F2B0	0x657B5073	CSRRWI (rd=x0, csr=0x657, rs1/x=22)	Hypervisor and VS	Standard read/write
0x0018F53C	0xD9E87AF3	CSRRCI (rd=x21, csr=0xD9E, rs1/x=16)	Supervisor-Level	Standard read-only
0x0018F624	0x9D97D0F3	CSRRWI (rd=x1, csr=0x9D9, rs1/x=15)	Supervisor-Level	Custom read/write
0x0018F714	0x28ABA2F3	CSRRS (rd=x5, csr=0x28A, rs1/x=23)	Hypervisor and VS	Standard read/write
0x0018F9B8	0xDC3EAC73	CSRRS (rd=x24, csr=0xDC3, rs1/x=29)	Supervisor-Level	Custom read-only
0x0018FC6C	0xA9C9A973	CSRRS (rd=x18, csr=0xA9C, rs1/x=19)	Hypervisor and VS	Standard read/write
0x0018FD1C	0x530CA0F3	CSRRS (rd=x1, csr=0x530, rs1/x=25)	Supervisor-Level	Standard read/write
0x0018FE58	0xA60DA7F3	CSRRS (rd=x15, csr=0xA60, rs1/x=27)	Hypervisor and VS	Standard read/write
0x001901FC	0x0BE87F73	CSRRCI (rd=x30, csr=0x0BE, rs1/x=16)	Unprivileged and User-Level	Standard read/write
0x00190348	0xA0FBEF73	CSRRSI (rd=x30, csr=0xA0F, rs1/x=23)	Hypervisor and VS	Standard read/write
0x001909EC	0xF1B43873	CSRRC (rd=x16, csr=0xF1B, rs1/x=8)	Machine-Level	Standard read-only
0x00190B7C	0x6FAEDCF3	CSRRWI (rd=x25, csr=0x6FA, rs1/x=29)	Hypervisor and VS	Custom read/write
0x00190C78	0x730FF173	CSRRCI (rd=x2, csr=0x730, rs1/x=31)	Machine-Level	Standard read/write
0x00190CDC	0x89329373	CSRRW (rd=x6, csr=0x893, rs1/x=5)	Unprivileged and User-Level	Custom read/write
0x00190EC4	0x25AFD9F3	CSRRWI (rd=x19, csr=0x25A, rs1/x=31)	Hypervisor and VS	Standard read/write
0x001913B8	0xF72B58F3	CSRRWI (rd=x17, csr=0xF72, rs1/x=22)	Machine-Level	Standard read-only
0x0019146C	0x36CAA073	CSRRS (rd=x0, csr=0x36C, rs1/x=21)	Machine-Level	Standard read/write
0x001914F4	0xF4C07473	CSRRCI (rd=x8, csr=0xF4C, rs1/x=0)	Machine-Level	Standard read-only
0x0019156C	0xF3D61C73	CSRRW (rd=x24, csr=0xF3D, rs1/x=12)	Machine-Level	Standard read-only
0x00191938	0xDB03F0F3	CSRRCI (rd=x1, csr=0xDB0, rs1/x=7)	Supervisor-Level	Standard read-only
0x00191978	0x93B4EF73	CSRRSI (rd=x30, csr=0x93B, rs1/x=9)	Supervisor-Level	Standard read/write
0x00191A64	0x12B996F3	CSRRW (rd=x13, csr=0x12B, rs1/x=19)	Supervisor-Level	Standard read/write
0x00191DE8	0x0F3BF473	CSRRCI (rd=x8, csr=0x0F3, rs1/x=23)	Unprivileged and User-Level	Standard read/write
0x00191EB8	0x5977F4F3	CSRRCI (rd=x9, csr=0x597, rs1/x=15)	Supervisor-Level	Standard read/write
0x001920A0	0xB2827C73	CSRRCI (rd=x24, csr=0xB28, rs1/x=4)	Machine-Level	Standard read/write
0x001920B0	0xF724F473	CSRRCI (rd=x8, csr=0xF72, rs1/x=9)	Machine-Level	Standard read-only
0x00192298	0xED4B3F73	CSRRC (rd=x30, csr=0xED4, rs1/x=22)	Hypervisor and VS	Custom read/write
0x001922A4	0xE305A873	CSRRS (rd=x16, csr=0xE30, rs1/x=11)	Hypervisor and VS	Standard read-only
0x00192634	0xAF592B73	CSRRS (rd=x22, csr=0xAF5, rs1/x=18)	Hypervisor and VS	Custom read/write
0x001928B4	0x695EA473	CSRRS (rd=x8, csr=0x695, rs1/x=29)	Hypervisor and VS	Standard read/write
0x00192A34	0xCD4B1973	CSRRW (rd=x18, csr=0xCD4, rs1/x=22)	Unprivileged and User-Level	Custom read-only
0x00192C7C	0x4F3D54F3	CSRRWI (rd=x9, csr=0x4F3, rs1/x=26)	Unprivileged and User-Level	Standard read/write
0x00192F64	0x9B5BA0F3	CSRRS (rd=x1, csr=0x9B5, rs1/x=23)	Supervisor-Level	Standard read/write
0x0019303C	0x1E9DF5F3	CSRRCI (rd=x11, csr=0x1E9, rs1/x=27)	Supervisor-Level	Standard read/write
0x001931B0	0x1EE951F3	CSRRWI (rd=x3, csr=0x1EE, rs1/x=18)	Supervisor-Level	Standard read/write
0x00193694	0xDD2AA0F3	CSRRS (rd=x1, csr=0xDD2, rs1/x=21)	Supervisor-Level	Custom read-only
0x001936D4	0x42C497F3	CSRRW (rd=x15, csr=0x42C, rs1/x=9)	Unprivileged and User-Level	Standard read/write
0x00193A58	0xEFF1F0F3	CSRRCI (rd=x1, csr=0xEFF, rs1/x=3)	Hypervisor and VS	Custom read/write
0x00193B9C	0xCB156D73	CSRRSI (rd=x26, csr=0xCB1, rs1/x=10)	Unprivileged and User-Level	Standard read-only
0x00193CD8	0xA3F676F3	CSRRCI (rd=x13, csr=0xA3F, rs1/x=12)	Hypervisor and VS	Standard read/write
0x00193DE0	0xEBDE7B73	CSRRCI (rd=x22, csr=0xEBD, rs1/x=28)	Hypervisor and VS	Standard read/write
0x00194158	0x4C17AF73	CSRRS (rd=x30, csr=0x4C1, rs1/x=15)	Unprivileged and User-Level	Standard read/write
0x00194288	0xDD071B73	CSRRW (rd=x22, csr=0xDD0, rs1/x=14)	Supervisor-Level	Custom read-only
0x0019430C	0xBA28ABF3	CSRRS (rd=x23, csr=0xBA2, rs1/x=17)	Machine-Level	Standard read/write
0x0019446C	0x665798F3	CSRRW (rd=x17, csr=0x665, rs1/x=15)	Hypervisor and VS	Standard read/write
0x00194C24	0x4297A473	CSRRS (rd=x8, csr=0x429, rs1/x=15)	Unprivileged and User-Level	Standard read/write
0x00194D20	0x81F31EF3	CSRRW (rd=x29, csr=0x81F, rs1/x=6)	Unprivileged and User-Level	Custom read/write
0x00194F04	0xCDA4FD73	CSRRCI (rd=x26, csr=0xCDA, rs1/x=9)	Unprivileged and User-Level	Custom read-only
0x00195000	0xEBF07AF3	CSRRCI (rd=x21, csr=0xEBF, rs1/x=0)	Hypervisor and VS	Standard read/write
0x00195100	0xF6FFB5F3	CSRRC (rd=x11, csr=0xF6F, rs1/x=31)	Machine-Level	Standard read-only
0x0019527C	0xEEE5DFF3	CSRRWI (rd=x31, csr=0xEEE, rs1/x=11)	Hypervisor and VS	Custom read/write
0x001953CC	0x781CADF3	CSRRS (rd=x27, csr=0x781, rs1/x=25)	Machine-Level	Standard read/write
0x001955A8	0x3B7A16F3	CSRRW (rd=x13, csr=0x3B7, rs1/x=20)	Machine-Level	Standard read/write
0x0019582C	0x478AB6F3	CSRRC (rd=x13, csr=0x478, rs1/x=21)	Unprivileged and User-Level	Standard read/write
0x001958FC	0xBA7DDBF3	CSRRWI (rd=x23, csr=0xBA7, rs1/x=27)	Machine-Level	Standard read/write
0x00195B98	0xDB2EE073	CSRRSI (rd=x0, csr=0xDB2, rs1/x=29)	Supervisor-Level	Standard read-only
0x00195D1C	0x13ADB973	CSRRC (rd=x18, csr=0x13A, rs1/x=27)	Supervisor-Level	Standard read/write
0x00195FB8	0xB543A373	CSRRS (rd=x6, csr=0xB54, rs1/x=7)	Machine-Level	Standard read/write
0x00196100	0xEF895FF3	CSRRWI (rd=x31, csr=0xEF8, rs1/x=18)	Hypervisor and VS	Custom read/write
0x00196328	0x6DF3F4F3	CSRRCI (rd=x9, csr=0x6DF, rs1/x=7)	Hypervisor and VS	Custom read/write
0x0019634C	0x01DE50F3	CSRRWI (rd=x1, csr=0x01D, rs1/x=28)	Unprivileged and User-Level	Standard read/write
0x001964D0	0xDF923373	CSRRC (rd=x6, csr=0xDF9, rs1/x=4)	Supervisor-Level	Custom read-only
0x001965A0	0x439EBF73	CSRRC (rd=x30, csr=0x439, rs1/x=29)	Unprivileged and User-Level	Standard read/write
0x00196724	0xC690EC73	CSRRSI (rd=x24, csr=0xC69, rs1/x=1)	Unprivileged and User-Level	Standard read-only
0x001969A0	0x8CD72073	CSRRS (rd=x0, csr=0x8CD, rs1/x=14)	Unprivileged and User-Level	Custom read/write
0x001969C4	0x16817873	CSRRCI (rd=x16, csr=0x168, rs1/x=2)	Supervisor-Level	Standard read/write
0x00196FD4	0x6DD65973	CSRRWI (rd=x18, csr=0x6DD, rs1/x=12)	Hypervisor and VS	Custom read/write
0x00197118	0xC1F56F73	CSRRSI (rd=x30, csr=0xC1F, rs1/x=10)	Unprivileged and User-Level	Standard read-only
0x00197224	0x8992E673	CSRRSI (rd=x12, csr=0x899, rs1/x=5)	Unprivileged and User-Level	Custom read/write
0x001972C8	0xB80BF7F3	CSRRCI (rd=x15, csr=0xB80, rs1/x=23)	Machine-Level	Standard read/write
0x00197400	0xC86890F3	CSRRW (rd=x1, csr=0xC86, rs1/x=17)	Unprivileged and User-Level	Standard read-only
0x00197554	0xF141F2F3	CSRRCI (rd=x5, csr=0xF14, rs1/x=3)	Machine-Level	Standard read-only
0x00197750	0xA46D68F3	CSRRSI (rd=x17, csr=0xA46, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001979A8	0x4A14AE73	CSRRS (rd=x28, csr=0x4A1, rs1/x=9)	Unprivileged and User-Level	Standard read/write
0x00197CB4	0x0EEB69F3	CSRRSI (rd=x19, csr=0x0EE, rs1/x=22)	Unprivileged and User-Level	Standard read/write
0x001980D4	0x0DEFB1F3	CSRRC (rd=x3, csr=0x0DE, rs1/x=31)	Unprivileged and User-Level	Standard read/write
0x001981D0	0xF4F2FBF3	CSRRCI (rd=x23, csr=0xF4F, rs1/x=5)	Machine-Level	Standard read-only
0x001981D4	0xE769DE73	CSRRWI (rd=x28, csr=0xE76, rs1/x=19)	Hypervisor and VS	Standard read-only
0x00198304	0xBB45B5F3	CSRRC (rd=x11, csr=0xBB4, rs1/x=11)	Machine-Level	Standard read/write
0x00198424	0x675DB6F3	CSRRC (rd=x13, csr=0x675, rs1/x=27)	Hypervisor and VS	Standard read/write
0x00198520	0x475FE3F3	CSRRSI (rd=x7, csr=0x475, rs1/x=31)	Unprivileged and User-Level	Standard read/write
0x00198998	0x584D11F3	CSRRW (rd=x3, csr=0x584, rs1/x=26)	Supervisor-Level	Standard read/write
0x00198A70	0x0EBD1EF3	CSRRW (rd=x29, csr=0x0EB, rs1/x=26)	Unprivileged and User-Level	Standard read/write
0x00198A7C	0xC63859F3	CSRRWI (rd=x19, csr=0xC63, rs1/x=16)	Unprivileged and User-Level	Standard read-only
0x00198C4C	0x9E9B9EF3	CSRRW (rd=x29, csr=0x9E9, rs1/x=23)	Supervisor-Level	Custom read/write
0x0019969C	0xBE406473	CSRRSI (rd=x8, csr=0xBE4, rs1/x=0)	Machine-Level	Custom read/write
0x001996B8	0xFABFD2F3	CSRRWI (rd=x5, csr=0xFAB, rs1/x=31)	Machine-Level	Standard read/write
0x00199828	0x5C7FE4F3	CSRRSI (rd=x9, csr=0x5C7, rs1/x=31)	Supervisor-Level	Custom read/write
0x00199D00	0x22779A73	CSRRW (rd=x20, csr=0x227, rs1/x=15)	Hypervisor and VS	Standard read/write
0x00199E88	0x65BC7D73	CSRRCI (rd=x26, csr=0x65B, rs1/x=24)	Hypervisor and VS	Standard read/write
0x00199F04	0x9AC42773	CSRRS (rd=x14, csr=0x9AC, rs1/x=8)	Supervisor-Level	Standard read/write
0x0019A284	0xE9A31373	CSRRW (rd=x6, csr=0xE9A, rs1/x=6)	Hypervisor and VS	Standard read/write
0x0019A458	0x9FCE5573	CSRRWI (rd=x10, csr=0x9FC, rs1/x=28)	Supervisor-Level	Custom read/write
0x0019A4CC	0x8FA1A6F3	CSRRS (rd=x13, csr=0x8FA, rs1/x=3)	Unprivileged and User-Level	Custom read/write
0x0019A648	0xFB8725F3	CSRRS (rd=x11, csr=0xFB8, rs1/x=14)	Machine-Level	Standard read/write
0x0019A894	0xB72B32F3	CSRRC (rd=x5, csr=0xB72, rs1/x=22)	Machine-Level	Standard read/write
0x0019A8B8	0x8458FCF3	CSRRCI (rd=x25, csr=0x845, rs1/x=17)	Unprivileged and User-Level	Custom read/write
0x0019A94C	0xEEB19CF3	CSRRW (rd=x25, csr=0xEEB, rs1/x=3)	Hypervisor and VS	Custom read/write
0x0019AC64	0x54DB6C73	CSRRSI (rd=x24, csr=0x54D, rs1/x=22)	Supervisor-Level	Standard read/write
0x0019AC90	0xDFA5F2F3	CSRRCI (rd=x5, csr=0xDFA, rs1/x=11)	Supervisor-Level	Custom read-only
0x0019ACF0	0xA839B773	CSRRC (rd=x14, csr=0xA83, rs1/x=19)	Hypervisor and VS	Standard read/write
0x0019AF84	0x9C9B9B73	CSRRW (rd=x22, csr=0x9C9, rs1/x=23)	Supervisor-Level	Custom read/write
0x0019B448	0x97BFBFF3	CSRRC (rd=x31, csr=0x97B, rs1/x=31)	Supervisor-Level	Standard read/write
0x0019B658	0x7A3825F3	CSRRS (rd=x11, csr=0x7A3, rs1/x=16)	Machine-Level	Standard read/write/debug CSRs
0x0019B8CC	0x9B6BA473	CSRRS (rd=x8, csr=0x9B6, rs1/x=23)	Supervisor-Level	Standard read/write
0x0019BAE4	0x2ED92773	CSRRS (rd=x14, csr=0x2ED, rs1/x=18)	Hypervisor and VS	Standard read/write
0x0019BC6C	0xB943B7F3	CSRRC (rd=x15, csr=0xB94, rs1/x=7)	Machine-Level	Standard read/write
0x0019BE68	0x95C0E2F3	CSRRSI (rd=x5, csr=0x95C, rs1/x=1)	Supervisor-Level	Standard read/write
0x0019BF44	0x3885A073	CSRRS (rd=x0, csr=0x388, rs1/x=11)	Machine-Level	Standard read/write
0x0019BFDC	0x1D3554F3	CSRRWI (rd=x9, csr=0x1D3, rs1/x=10)	Supervisor-Level	Standard read/write
0x0019C578	0xB16D3573	CSRRC (rd=x10, csr=0xB16, rs1/x=26)	Machine-Level	Standard read/write
0x0019C6E8	0xC4AE3673	CSRRC (rd=x12, csr=0xC4A, rs1/x=28)	Unprivileged and User-Level	Standard read-only
0x0019C7D0	0x4F12B1F3	CSRRC (rd=x3, csr=0x4F1, rs1/x=5)	Unprivileged and User-Level	Standard read/write
0x0019CA68	0x967337F3	CSRRC (rd=x15, csr=0x967, rs1/x=6)	Supervisor-Level	Standard read/write
0x0019CAA8	0xBF6D9FF3	CSRRW (rd=x31, csr=0xBF6, rs1/x=27)	Machine-Level	Custom read/write
0x0019CBE0	0x68B0F8F3	CSRRCI (rd=x17, csr=0x68B, rs1/x=1)	Hypervisor and VS	Standard read/write
0x0019CD04	0x06DBE6F3	CSRRSI (rd=x13, csr=0x06D, rs1/x=23)	Unprivileged and User-Level	Standard read/write
0x0019D2E4	0xDF661DF3	CSRRW (rd=x27, csr=0xDF6, rs1/x=12)	Supervisor-Level	Custom read-only
0x0019D418	0xA821DDF3	CSRRWI (rd=x27, csr=0xA82, rs1/x=3)	Hypervisor and VS	Standard read/write
0x0019D730	0x0C27AB73	CSRRS (rd=x22, csr=0x0C2, rs1/x=15)	Unprivileged and User-Level	Standard read/write
0x0019D8F8	0xFE7CFB73	CSRRCI (rd=x22, csr=0xFE7, rs1/x=25)	Machine-Level	Custom read/write
0x0019D9AC	0xDC77B5F3	CSRRC (rd=x11, csr=0xDC7, rs1/x=15)	Supervisor-Level	Custom read-only
0x0019DB2C	0xD73FA4F3	CSRRS (rd=x9, csr=0xD73, rs1/x=31)	Supervisor-Level	Standard read-only
0x0019DB74	0x33962373	CSRRS (rd=x6, csr=0x339, rs1/x=12)	Machine-Level	Standard read/write
0x0019DBAC	0x300351F3	CSRRWI (rd=x3, csr=0x300, rs1/x=6)	Machine-Level	Standard read/write
0x0019DC08	0xFD59A773	CSRRS (rd=x14, csr=0xFD5, rs1/x=19)	Machine-Level	Custom read/write
0x0019DC44	0x5BBD2B73	CSRRS (rd=x22, csr=0x5BB, rs1/x=26)	Supervisor-Level	Standard read/write
0x0019DD84	0x662D98F3	CSRRW (rd=x17, csr=0x662, rs1/x=27)	Hypervisor and VS	Standard read/write
0x0019DEA8	0xFF909873	CSRRW (rd=x16, csr=0xFF9, rs1/x=1)	Machine-Level	Custom read/write
0x0019DFB0	0x17FD77F3	CSRRCI (rd=x15, csr=0x17F, rs1/x=26)	Supervisor-Level	Standard read/write
0x0019DFCC	0x168E9D73	CSRRW (rd=x26, csr=0x168, rs1/x=29)	Supervisor-Level	Standard read/write
0x0019DFF0	0xBABAF8F3	CSRRCI (rd=x17, csr=0xBAB, rs1/x=21)	Machine-Level	Standard read/write
0x0019E38C	0x9225E0F3	CSRRSI (rd=x1, csr=0x922, rs1/x=11)	Supervisor-Level	Standard read/write
0x0019E6E8	0x7DB45FF3	CSRRWI (rd=x31, csr=0x7DB, rs1/x=8)	Machine-Level	Custom read/write
0x0019E81C	0x38777CF3	CSRRCI (rd=x25, csr=0x387, rs1/x=14)	Machine-Level	Standard read/write
0x0019E858	0x073EE873	CSRRSI (rd=x16, csr=0x073, rs1/x=29)	Unprivileged and User-Level	Standard read/write
0x0019E9F4	0xB7553273	CSRRC (rd=x4, csr=0xB75, rs1/x=10)	Machine-Level	Standard read/write
0x0019EB24	0x1B916F73	CSRRSI (rd=x30, csr=0x1B9, rs1/x=2)	Supervisor-Level	Standard read/write
0x0019F338	0xB90EF073	CSRRCI (rd=x0, csr=0xB90, rs1/x=29)	Machine-Level	Standard read/write
0x0019F6C4	0x93E23FF3	CSRRC (rd=x31, csr=0x93E, rs1/x=4)	Supervisor-Level	Standard read/write
0x0019FCB8	0xC26BD5F3	CSRRWI (rd=x11, csr=0xC26, rs1/x=23)	Unprivileged and User-Level	Standard read-only
0x0019FCEC	0x0DDD9B73	CSRRW (rd=x22, csr=0x0DD, rs1/x=27)	Unprivileged and User-Level	Standard read/write
0x0019FD60	0x703FF4F3	CSRRCI (rd=x9, csr=0x703, rs1/x=31)	Machine-Level	Standard read/write
0x001A0534	0x37AEABF3	CSRRS (rd=x23, csr=0x37A, rs1/x=29)	Machine-Level	Standard read/write
0x001A0560	0xB07EB473	CSRRC (rd=x8, csr=0xB07, rs1/x=29)	Machine-Level	Standard read/write
0x001A08F8	0xFD3712F3	CSRRW (rd=x5, csr=0xFD3, rs1/x=14)	Machine-Level	Custom read/write
0x001A0CD4	0xBDD1B773	CSRRC (rd=x14, csr=0xBDD, rs1/x=3)	Machine-Level	Custom read/write
0x001A0D94	0xDE295873	CSRRWI (rd=x16, csr=0xDE2, rs1/x=18)	Supervisor-Level	Custom read-only
0x001A0ECC	0x24EFF173	CSRRCI (rd=x2, csr=0x24E, rs1/x=31)	Hypervisor and VS	Standard read/write
0x001A0F20	0xA83F7FF3	CSRRCI (rd=x31, csr=0xA83, rs1/x=30)	Hypervisor and VS	Standard read/write
0x001A12C4	0x6318DFF3	CSRRWI (rd=x31, csr=0x631, rs1/x=17)	Hypervisor and VS	Standard read/write
0x001A12E4	0x302862F3	CSRRSI (rd=x5, csr=0x302, rs1/x=16)	Machine-Level	Standard read/write
0x001A12F4	0xC851EDF3	CSRRSI (rd=x27, csr=0xC85, rs1/x=3)	Unprivileged and User-Level	Standard read-only
0x001A1434	0xE599F873	CSRRCI (rd=x16, csr=0xE59, rs1/x=19)	Hypervisor and VS	Standard read-only
0x001A14FC	0xD2877AF3	CSRRCI (rd=x21, csr=0xD28, rs1/x=14)	Supervisor-Level	Standard read-only
0x001A1868	0xE8D3DF73	CSRRWI (rd=x30, csr=0xE8D, rs1/x=7)	Hypervisor and VS	Standard read/write
0x001A1E28	0xA313AA73	CSRRS (rd=x20, csr=0xA31, rs1/x=7)	Hypervisor and VS	Standard read/write
0x001A1E98	0xBF27D9F3	CSRRWI (rd=x19, csr=0xBF2, rs1/x=15)	Machine-Level	Custom read/write
0x001A20AC	0x99DA6AF3	CSRRSI (rd=x21, csr=0x99D, rs1/x=20)	Supervisor-Level	Standard read/write
0x001A2238	0xBBC1F773	CSRRCI (rd=x14, csr=0xBBC, rs1/x=3)	Machine-Level	Standard read/write
0x001A23DC	0x57FD2D73	CSRRS (rd=x26, csr=0x57F, rs1/x=26)	Supervisor-Level	Standard read/write
0x001A2B44	0x47815F73	CSRRWI (rd=x30, csr=0x478, rs1/x=2)	Unprivileged and User-Level	Standard read/write
0x001A2D20	0x931873F3	CSRRCI (rd=x7, csr=0x931, rs1/x=16)	Supervisor-Level	Standard read/write
0x001A2FB4	0xAC637173	CSRRCI (rd=x2, csr=0xAC6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001A3124	0xA2D2F573	CSRRCI (rd=x10, csr=0xA2D, rs1/x=5)	Hypervisor and VS	Standard read/write
0x001A34A8	0xE0D36AF3	CSRRSI (rd=x21, csr=0xE0D, rs1/x=6)	Hypervisor and VS	Standard read-only
0x001A39DC	0x739DECF3	CSRRSI (rd=x25, csr=0x739, rs1/x=27)	Machine-Level	Standard read/write
0x001A3A38	0xFB5C3BF3	CSRRC (rd=x23, csr=0xFB5, rs1/x=24)	Machine-Level	Standard read/write
0x001A3A4C	0x63513DF3	CSRRC (rd=x27, csr=0x635, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001A3B98	0xE2B1BBF3	CSRRC (rd=x23, csr=0xE2B, rs1/x=3)	Hypervisor and VS	Standard read-only
0x001A3DC4	0x2382F7F3	CSRRCI (rd=x15, csr=0x238, rs1/x=5)	Hypervisor and VS	Standard read/write
0x001A3EA4	0xD0F55573	CSRRWI (rd=x10, csr=0xD0F, rs1/x=10)	Supervisor-Level	Standard read-only
0x001A3F60	0x614EBE73	CSRRC (rd=x28, csr=0x614, rs1/x=29)	Hypervisor and VS	Standard read/write
0x001A400C	0x658EF173	CSRRCI (rd=x2, csr=0x658, rs1/x=29)	Hypervisor and VS	Standard read/write
0x001A41EC	0x1A5514F3	CSRRW (rd=x9, csr=0x1A5, rs1/x=10)	Supervisor-Level	Standard read/write
0x001A420C	0x077376F3	CSRRCI (rd=x13, csr=0x077, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001A4324	0x813996F3	CSRRW (rd=x13, csr=0x813, rs1/x=19)	Unprivileged and User-Level	Custom read/write
0x001A453C	0xD10F2773	CSRRS (rd=x14, csr=0xD10, rs1/x=30)	Supervisor-Level	Standard read-only
0x001A4690	0x86DAB773	CSRRC (rd=x14, csr=0x86D, rs1/x=21)	Unprivileged and User-Level	Custom read/write
0x001A490C	0xDAFB36F3	CSRRC (rd=x13, csr=0xDAF, rs1/x=22)	Supervisor-Level	Standard read-only
0x001A4BC8	0xCC7227F3	CSRRS (rd=x15, csr=0xCC7, rs1/x=4)	Unprivileged and User-Level	Custom read-only
0x001A4FE0	0x42659BF3	CSRRW (rd=x23, csr=0x426, rs1/x=11)	Unprivileged and User-Level	Standard read/write
